订单交易时间,订单编号,订单来源,用户ID,会员,首次下单用户,性别,品类,商品单价,购买数量,活动优惠,换货,退货,已评价
2023-10-01,MUNJ6824006,店铺下单,DK317832,否,是,女,A,119,1,无,0,0,0
2023-10-01,HDDG9427786,店铺下单,RO75123,否,否,女,B,199,1,无,0,0,1
2023-10-01,XRPU1932271,店铺下单,WW525569,否,是,女,B,199,1,无,0,0,1
2023-10-01,WYFG1770064,店铺下单,SR894000,是,否,女,D,59,1,无,0,0,1
2023-10-02,OFPA5494162,直播下单,ZM665749,否,否,男,A,119,1,无,0,0,1
2023-10-02,KGLP2058331,店铺下单,ZH443394,是,否,男,A,119,1,无,0,0,1
2023-10-02,FYCV527555,店铺下单,GH100722,是,否,女,A,119,1,无,0,0,1
2023-10-02,YWFD567615,直播下单,OF136383,否,否,女,D,59,2,有,0,0,1
2023-10-02,LDLX3058945,店铺下单,AR725691,否,否,女,C,79,1,无,0,0,1
2023-10-02,IIBE7334697,直播下单,KG277142,否,是,男,A,119,1,无,0,0,1
2023-10-02,KFWB2446785,直播下单,SH470994,否,是,女,C,79,1,无,0,0,1
2023-10-02,MZKC4829170,店铺下单,YI70132,否,是,女,A,119,2,无,0,0,1
2023-10-02,AOKV7353244,店铺下单,NN808516,是,否,女,C,79,1,无,0,0,1
2023-10-02,LILK1160771,直播下单,JF583264,是,否,男,D,59,1,无,0,0,1
2023-10-02,OBUE4800658,店铺下单,IG487160,否,是,女,D,59,1,无,0,0,1
2023-10-02,PEZZ5696197,直播下单,HB475382,否,是,女,B,199,1,有,0,0,1
2023-10-03,IKYA8826515,直播下单,EV649854,是,否,女,C,79,1,有,0,0,1
2023-10-03,LZLH7006285,店铺下单,GL425523,是,否,男,D,59,1,无,0,0,1
2023-10-03,EEHZ2882622,店铺下单,CQ751353,是,否,女,B,199,1,无,0,0,1
2023-10-03,DNSJ8835148,店铺下单,BI497128,是,否,女,A,119,1,无,0,0,0
2023-10-03,UISK1008359,店铺下单,SG1883,是,否,男,D,59,1,有,0,0,0
2023-10-03,GMHC6846821,店铺下单,LO682343,是,否,女,D,59,1,有,0,0,1
2023-10-04,PGIP7393872,店铺下单,GN611951,是,否,女,A,119,1,无,0,0,1
2023-10-04,LXKP3772394,店铺下单,EB23825,否,是,男,A,119,1,无,0,0,0
2023-10-04,BEMU32498,店铺下单,SG725483,是,否,男,A,119,1,无,0,0,1
2023-10-04,ATIE8668763,直播下单,VZ221720,否,否,女,C,79,1,无,0,0,0
2023-10-04,DBWS1152421,店铺下单,PN26034,否,是,男,B,199,1,无,0,0,0
2023-10-04,IKOR2206468,店铺下单,UD980548,否,否,女,B,199,2,无,0,0,1
2023-10-04,XHNV1696317,店铺下单,LF845199,否,是,女,A,119,1,无,0,0,1
2023-10-04,CZTO4703320,店铺下单,TD349963,否,否,女,A,119,1,无,0,0,1
2023-10-04,NTSK1590020,店铺下单,FQ891573,否,是,女,B,199,1,无,0,0,1
2023-10-05,ZATU4620820,店铺下单,BN72873,是,否,女,A,119,1,无,1,0,1
2023-10-05,MEYY3187205,店铺下单,VQ312509,是,否,女,A,119,1,无,0,0,1
2023-10-05,IDJR1879086,店铺下单,VP48089,否,是,女,B,199,1,无,0,0,1
2023-10-05,MBDX6850057,直播下单,AF996842,否,是,女,D,59,1,无,0,0,1
2023-10-05,YVRL2287515,店铺下单,BF41522,是,否,女,D,59,1,无,0,0,1
2023-10-05,ENLA6623389,直播下单,TP500361,否,否,女,C,79,2,无,0,0,0
2023-10-05,OHPE9184570,店铺下单,BR26284,否,是,女,A,119,1,无,0,0,0
2023-10-06,JZGE2520885,直播下单,BX874165,否,是,女,A,119,1,无,0,0,1
2023-10-06,QUIP5462136,店铺下单,IJ439586,否,否,女,A,119,1,无,0,0,1
2023-10-06,KETY499755,直播下单,TK988055,否,是,女,A,119,1,无,0,1,1
2023-10-06,RFRR8021453,店铺下单,KD452326,否,是,男,A,119,1,无,0,0,1
2023-10-06,FSKH3917143,店铺下单,RU773846,是,否,女,D,59,1,无,0,0,1
2023-10-06,AIJO6890651,店铺下单,HL651710,是,否,女,A,119,1,无,0,0,1
2023-10-06,XEDI596909,店铺下单,PG429361,否,是,女,C,79,1,无,0,0,1
2023-10-06,NLJT9219052,直播下单,CC800101,否,是,女,D,59,1,无,0,0,1
2023-10-06,RNUL6310347,直播下单,MR275221,否,是,女,A,119,1,无,0,0,1
2023-10-06,NCAU4972613,店铺下单,UN434839,否,是,女,C,79,2,无,0,0,1
2023-10-06,ZVZT9954148,店铺下单,FR967917,是,否,女,B,199,1,无,0,1,1
2023-10-06,AFLU202730,店铺下单,FE494926,是,否,女,C,79,1,无,0,0,0
2023-10-07,QHTW2727157,直播下单,SS388804,否,是,男,A,119,1,无,0,0,1
2023-10-07,RNEE6141290,店铺下单,LL720589,否,是,女,C,79,1,有,0,0,1
2023-10-07,RXNU6131095,店铺下单,VI105077,否,是,男,C,79,1,无,0,0,0
2023-10-07,FPNU9794391,直播下单,IP201514,否,是,女,D,59,1,无,0,0,1
2023-10-08,IJTL3458950,直播下单,JI704016,是,否,女,C,79,1,无,0,0,0
2023-10-08,DFDI9137123,店铺下单,NT845596,否,是,女,A,119,2,无,1,0,1
2023-10-08,PICJ7149749,店铺下单,XH23689,否,是,女,B,199,1,无,0,0,0
2023-10-08,PKRN4691225,店铺下单,IC877565,否,否,女,A,119,1,无,0,0,1
2023-10-08,DHBQ1054262,店铺下单,SU870516,否,否,女,A,119,3,无,0,0,0
2023-10-08,YCUL8827650,店铺下单,NL197887,否,否,女,A,119,1,无,0,0,0
2023-10-08,AJZB9547525,店铺下单,XX198509,是,否,男,A,119,1,无,0,0,0
2023-10-08,DCIS9670831,店铺下单,TX281745,否,是,男,A,119,1,无,0,0,1
2023-10-08,ESDQ3816332,店铺下单,EM62488,是,否,女,B,199,1,无,0,0,1
2023-10-08,KFAM579926,直播下单,NG997596,是,否,女,C,79,1,无,0,0,1
2023-10-08,CQXM8732058,店铺下单,BQ791045,否,是,男,D,59,1,有,0,0,1
2023-10-08,XGDZ4940659,店铺下单,FX799144,否,否,女,A,119,1,无,0,1,1
2023-10-09,EDAU3425016,店铺下单,BY542372,是,否,女,C,79,1,无,0,0,1
2023-10-09,JMQX7211302,店铺下单,WR142917,否,否,女,C,79,1,无,0,0,0
2023-10-09,ZJBO9960817,直播下单,VX854463,否,是,女,A,119,1,无,0,0,1
2023-10-09,KKCT5443254,店铺下单,OL116356,是,否,女,A,119,1,无,0,0,0
2023-10-09,QKGV5992682,店铺下单,XK270158,否,否,女,A,119,1,无,0,0,1
2023-10-10,XJAP3082544,店铺下单,QL843808,是,否,男,A,119,1,无,0,0,0
2023-10-10,CCRH1702779,店铺下单,RY488844,是,否,女,A,119,1,无,0,0,1
2023-10-10,XPYT4376865,直播下单,MU665458,是,否,女,B,199,1,无,0,0,0
2023-10-10,VXQE3458539,店铺下单,PK205818,否,是,女,A,119,1,无,0,0,0
2023-10-10,XLSR1256687,直播下单,CN851068,否,是,女,C,79,1,无,0,0,0
2023-10-10,JXCK4575351,店铺下单,BF1302,否,是,女,A,119,1,无,0,0,1
2023-10-10,ZBLU4625614,店铺下单,OJ376511,是,否,女,D,59,1,无,0,1,1
2023-10-10,FICV9177119,直播下单,WN227293,否,否,女,D,59,1,无,0,0,1
2023-10-10,FCTN9478790,店铺下单,NI553408,否,否,女,B,199,2,无,0,1,0
2023-10-11,JUIG7849392,直播下单,BA364173,否,是,女,A,119,3,无,0,0,1
2023-10-11,FHXP9544632,直播下单,OG131891,是,否,男,A,119,2,无,0,0,0
2023-10-11,OWSO369594,店铺下单,QY74881,否,否,男,D,59,1,无,0,0,1
2023-10-12,GDJS8059116,直播下单,QM957173,是,否,女,B,199,2,无,0,0,1
2023-10-12,QXBG1118442,直播下单,SJ453198,否,是,女,D,59,2,有,0,0,1
2023-10-12,LUBK3039250,店铺下单,WU796184,是,否,女,D,59,1,无,0,0,0
2023-10-12,BXGE5271122,直播下单,LO682343,是,否,女,B,199,1,无,0,0,1
2023-10-12,TOAL5471653,店铺下单,XY420452,否,是,女,A,119,1,有,0,0,1
2023-10-12,UQJR253181,店铺下单,OV965875,否,是,女,C,79,1,无,0,0,1
2023-10-13,KEGE8745464,直播下单,TB216577,否,否,女,D,59,2,无,0,0,1
2023-10-13,UMOD2500232,店铺下单,VN951726,否,否,女,A,119,1,无,0,0,0
2023-10-13,XFEC9299251,店铺下单,PX336712,是,否,女,D,59,1,有,0,0,1
2023-10-13,IQBO6105031,直播下单,UY5246,是,否,女,C,79,1,有,0,0,0
2023-10-13,SAZT8041376,店铺下单,KO755178,否,是,女,B,199,1,无,0,1,1
2023-10-13,DSTS6375840,直播下单,UM93312,否,是,女,A,119,1,无,0,0,1
2023-10-13,DRTX3122589,店铺下单,TA879293,是,否,女,B,199,1,无,0,0,1
2023-10-13,BSBX5286745,店铺下单,TP924864,否,是,女,C,79,1,无,0,0,1
2023-10-14,SFGU6449140,店铺下单,SS388804,是,否,男,B,199,1,无,0,0,0
2023-10-14,ZQMW4000136,直播下单,MS62617,是,否,女,B,199,1,无,0,0,1
2023-10-14,DFOR5878529,直播下单,US761649,否,是,女,A,119,1,无,0,0,0
2023-10-14,UMRE4409885,店铺下单,WL367719,是,否,女,B,199,1,无,0,0,0
2023-10-14,KTPO9501176,店铺下单,TK343703,否,是,男,A,119,1,无,0,0,1
2023-10-14,UVCF6653925,直播下单,XV453121,是,否,女,A,119,2,无,0,0,1
2023-10-14,LRSR4636869,店铺下单,KH738662,是,否,男,B,199,1,无,0,0,0
2023-10-14,EPVJ2458104,店铺下单,CA617920,否,否,女,D,59,1,无,0,0,1
2023-10-14,FJOD5749164,直播下单,RH281929,否,是,男,D,59,1,有,0,0,0
2023-10-14,HBAR8776850,直播下单,RY488844,是,否,男,C,79,1,无,0,0,1
2023-10-14,RXUA9241326,直播下单,BV462528,否,否,女,D,59,1,无,0,0,0
2023-10-14,PZNZ7783844,直播下单,WB747183,否,否,女,C,79,1,无,0,0,0
2023-10-14,DPLJ3948954,店铺下单,ZX492483,否,否,女,B,199,1,无,0,0,1
2023-10-14,ZPIK5623849,店铺下单,TC546605,是,否,男,A,119,1,有,0,0,0
2023-10-15,RMBO4608875,店铺下单,BH475404,是,否,女,A,119,1,无,0,1,1
2023-10-15,JLIV6850951,店铺下单,VK160393,否,是,女,A,119,1,无,0,0,0
2023-10-15,LTQI9883713,直播下单,GL216543,是,否,女,A,119,1,无,0,0,1
2023-10-15,HZFD7719426,店铺下单,NX866957,否,否,女,C,79,1,无,0,0,1
2023-10-15,VLMR910511,店铺下单,PD186982,否,是,女,D,59,1,无,0,0,0
2023-10-16,BQYU8113952,店铺下单,DZ43601,是,否,女,A,119,3,无,0,0,1
2023-10-16,ZKAZ3725454,店铺下单,QW676743,否,否,女,A,119,1,无,0,0,0
2023-10-16,DPSX2147173,店铺下单,JN742479,否,是,女,C,79,1,无,0,0,1
2023-10-16,VLQN1880228,直播下单,GC284559,否,否,女,B,199,1,无,0,0,1
2023-10-16,EIPU7269981,店铺下单,ZM963742,是,否,女,C,79,1,无,0,0,1
2023-10-16,ERVB453756,店铺下单,IP547279,是,否,女,D,59,1,无,0,0,0
2023-10-16,IUMG8569551,店铺下单,DF818011,是,否,女,D,59,1,无,0,0,0
2023-10-16,AKFS7972569,店铺下单,HD727276,是,否,女,C,79,1,无,0,0,0
2023-10-16,XRBJ2273620,直播下单,UC530731,是,否,女,A,119,1,无,0,0,0
2023-10-16,AOMA9928878,直播下单,GL216543,是,否,女,B,199,1,无,0,0,1
2023-10-16,XKVZ3167345,直播下单,ZL198224,是,否,女,C,79,1,无,0,0,1
2023-10-16,GCZH909329,直播下单,ST371407,是,否,男,C,79,1,无,0,0,1
2023-10-16,MCNN465938,直播下单,PK34532,是,否,女,B,199,1,无,0,0,1
2023-10-17,QAPD3098523,店铺下单,QZ761927,是,否,女,A,119,1,无,0,0,1
2023-10-17,LOYH5823736,直播下单,GL871905,是,否,女,B,199,1,无,0,0,1
2023-10-17,IWNE1463400,店铺下单,GO566,否,否,女,D,59,1,无,0,0,1
2023-10-17,XRBQ4271006,店铺下单,RB490573,否,是,女,A,119,1,无,0,0,0
2023-10-17,QLCQ6981339,店铺下单,LI379590,否,是,女,A,119,1,无,0,1,1
2023-10-17,XKFY586300,店铺下单,VX854463,是,否,女,D,59,1,无,0,0,0
2023-10-17,ONXI6150511,直播下单,MQ225020,否,是,女,A,119,1,有,0,0,1
2023-10-17,NHER1433677,直播下单,EP195453,否,是,女,B,199,1,无,0,0,0
2023-10-17,SLBF5235455,店铺下单,CZ509407,是,否,女,A,119,1,无,0,0,0
2023-10-17,WHLL118357,直播下单,TR127450,否,是,女,A,119,2,有,0,1,1
2023-10-17,MCCC3491713,直播下单,NQ326337,否,否,女,C,79,1,无,0,1,0
2023-10-17,UAKS3213548,店铺下单,JK758752,否,是,女,D,59,1,无,0,0,0
2023-10-17,VPVP1727451,店铺下单,VF290062,是,否,女,A,119,1,无,0,0,1
2023-10-17,BZMB4429775,店铺下单,OJ84138,是,否,女,A,119,1,无,1,0,1
2023-10-17,VUXO4428767,店铺下单,CG385715,是,否,男,A,119,1,有,0,0,0
2023-10-17,VROX8383816,直播下单,WM237689,否,是,女,D,59,1,无,0,0,1
2023-10-17,OLWC2787215,直播下单,CL915857,是,否,女,D,59,1,无,0,0,1
2023-10-18,QLKM8216637,店铺下单,CL915857,是,否,女,A,119,1,无,0,0,0
2023-10-18,TOAV6891039,直播下单,UI284940,否,是,女,A,119,2,有,0,0,0
2023-10-18,GYLJ8081683,直播下单,CE970485,是,否,女,C,79,1,无,0,0,0
2023-10-18,EBLY3203562,直播下单,NS872784,是,否,女,A,119,1,无,0,0,1
2023-10-18,BCKP6371886,直播下单,TX430420,否,是,女,A,119,1,无,0,0,1
2023-10-18,BDJX1426782,店铺下单,WH974213,否,是,女,B,199,2,无,0,0,1
2023-10-18,EEHX1274444,店铺下单,DF990362,否,否,女,D,59,1,有,0,0,1
2023-10-18,OOWJ7766375,直播下单,ZE980397,否,是,女,A,119,1,有,0,0,0
2023-10-18,QXFJ8286447,店铺下单,AO372891,是,否,女,A,119,1,无,0,0,0
2023-10-18,KGVC5508629,直播下单,QJ89675,否,是,女,A,119,1,有,0,0,1
2023-10-18,FKLF3865200,店铺下单,ZE628763,是,否,女,B,199,1,无,0,0,0
2023-10-19,DVRH79597,直播下单,LA778632,是,否,男,B,199,2,无,0,0,0
2023-10-19,AKVG7580204,直播下单,HU116623,是,否,女,A,119,1,无,0,0,1
2023-10-19,UXZK5450753,直播下单,YI495674,否,是,女,C,79,1,无,0,0,1
2023-10-20,QMVN5989281,店铺下单,GN265040,是,否,女,A,119,1,无,0,0,0
2023-10-20,SLQO7820849,直播下单,KD224632,否,是,女,B,199,1,无,0,0,1
2023-10-20,UBVK7236591,直播下单,JQ191662,是,否,女,B,199,1,无,0,0,1
2023-10-20,JRRK4039075,直播下单,GS427877,是,否,女,A,119,1,无,0,0,1
2023-10-20,XUXN2349758,店铺下单,ZN467362,是,否,女,A,119,1,无,0,0,1
2023-10-20,JGVS3560055,店铺下单,YN554786,否,是,女,A,119,1,无,0,0,1
2023-10-20,JPIT8460645,店铺下单,DI2442,是,否,女,D,59,1,无,0,0,1
2023-10-20,SKWO4828837,直播下单,EV891226,否,是,女,A,119,1,无,0,0,0
2023-10-20,YRLT5550332,店铺下单,XX719888,否,是,女,A,119,1,无,0,1,0
2023-10-20,XJYX9984833,直播下单,GJ196015,是,否,男,A,119,1,有,0,0,1
2023-10-20,KZGK2225966,直播下单,FG757502,是,否,女,B,199,1,无,0,0,1
2023-10-20,TYBK370600,直播下单,CU414136,是,否,女,A,119,1,无,0,0,1
2023-10-20,EBOU7541413,店铺下单,FL789042,否,是,女,A,119,2,无,0,0,1
2023-10-20,GWUM5021321,直播下单,LT253680,否,否,男,A,119,2,无,0,0,1
2023-10-20,ASME7219507,店铺下单,TV823280,否,是,女,A,119,1,无,0,0,0
2023-10-21,TQFQ2757776,直播下单,DQ161496,是,否,女,A,119,1,无,0,0,1
2023-10-21,TQPV9659009,店铺下单,CG512190,是,否,女,A,119,1,无,0,0,1
2023-10-21,SEYE7614466,店铺下单,ZM3560,否,是,女,B,199,1,无,0,0,0
2023-10-21,PBNV5379758,店铺下单,OM797900,否,是,男,A,119,1,无,0,0,0
2023-10-21,OKOH7355013,店铺下单,RP782017,否,是,女,D,59,1,无,0,0,0
2023-10-21,ARUV7741106,店铺下单,EY851915,是,否,女,D,59,2,无,0,0,1
2023-10-22,LISQ751453,店铺下单,CQ74932,否,否,男,A,119,1,有,0,0,1
2023-10-22,SAFD3385158,店铺下单,SQ14796,否,否,女,C,79,2,无,0,1,0
2023-10-22,GGRN3820942,店铺下单,RC419279,是,否,女,B,199,2,无,0,0,0
2023-10-22,LWGT6707347,直播下单,SX298861,否,否,女,B,199,1,无,0,0,1
2023-10-22,RLCQ4542888,店铺下单,QM43879,否,是,女,B,199,1,无,0,0,1
2023-10-22,ZXRK4899255,店铺下单,KM33421,否,是,女,A,119,1,有,0,0,1
2023-10-22,XPCI3503092,直播下单,UA688730,否,是,男,A,119,1,无,0,0,1
2023-10-22,OPQG301049,直播下单,BA157531,是,否,女,D,59,1,无,0,0,1
2023-10-22,TZHV6340192,直播下单,TM948977,否,是,男,D,59,1,有,0,0,1
2023-10-22,XGKV4779274,直播下单,RS210429,否,是,女,B,199,1,有,0,0,1
2023-10-22,QMIN4674448,直播下单,LG338334,是,否,女,B,199,1,无,0,0,1
2023-10-22,VMQV984268,店铺下单,YR539084,是,否,女,A,119,1,无,0,0,0
2023-10-22,JVGM8621866,直播下单,BD88956,否,是,女,B,199,2,无,0,0,0
2023-10-22,MIYJ9975220,直播下单,WU616286,否,是,女,A,119,2,无,0,0,1
2023-10-22,AEJA2709126,直播下单,HA212758,是,否,女,C,79,2,无,0,0,1
2023-10-23,NFZR216243,店铺下单,AE504999,是,否,男,C,79,3,有,0,0,1
2023-10-23,TQTN9004033,直播下单,ZT346534,否,否,女,D,59,1,无,0,0,1
2023-10-23,YJLD6552214,直播下单,OJ254942,是,否,女,D,59,1,无,0,0,0
2023-10-23,KXBU8500539,店铺下单,RS622987,否,否,女,C,79,2,无,0,0,0
2023-10-24,AOJY9714164,直播下单,MZ16260,否,是,女,C,79,1,无,0,0,1
2023-10-24,HTHY5429566,直播下单,PE366031,否,是,女,D,59,1,无,0,0,1
2023-10-24,PIPQ978743,直播下单,EB725785,否,是,女,A,119,1,无,0,0,1
2023-10-24,YYRA821818,店铺下单,ED836556,否,是,男,D,59,2,无,0,0,0
2023-10-24,CAQD2469467,直播下单,GN611951,否,是,女,A,119,1,无,0,0,0
2023-10-25,ZPVV6248037,店铺下单,BF655087,否,是,女,C,79,1,无,0,0,1
2023-10-25,WYAX2290543,店铺下单,GL511693,否,是,女,A,119,1,无,0,0,1
2023-10-25,IRIQ1568886,店铺下单,TR932204,否,是,女,B,199,1,无,0,0,1
2023-10-25,EJDL5637201,店铺下单,ZL943003,否,是,女,B,199,2,无,0,0,0
2023-10-25,VYOZ6146049,店铺下单,HC180927,否,是,女,A,119,2,无,0,0,1
2023-10-25,KGMI5204393,直播下单,LY53697,否,是,女,A,119,1,无,0,1,1
2023-10-25,GTGJ6599668,店铺下单,SC18691,否,否,男,A,119,1,无,0,0,1
2023-10-25,WUHR4587759,店铺下单,JU382616,否,是,女,D,59,1,无,0,0,1
2023-10-25,WFYL4710050,店铺下单,CL915857,是,否,女,C,79,1,无,0,0,1
2023-10-25,KBYU2007227,店铺下单,MI905070,是,否,男,A,119,1,无,0,0,1
2023-10-26,UVVU9309072,店铺下单,ZL896164,否,是,女,A,119,1,无,0,0,1
2023-10-26,YEYG8180312,直播下单,MX67782,否,否,女,A,119,1,无,0,0,1
2023-10-26,IONP9175221,直播下单,XW655777,是,否,男,B,199,1,无,0,0,0
2023-10-26,QDWG3933091,店铺下单,XT930746,否,是,女,D,59,1,无,0,0,1
2023-10-26,LJVC9735989,直播下单,MI905070,否,是,男,B,199,1,无,0,0,0
2023-10-26,OUSC1409971,店铺下单,QM121878,否,是,女,A,119,2,无,0,0,1
2023-10-26,KBRZ6693773,店铺下单,SE448360,否,是,女,D,59,1,无,0,0,0
2023-10-27,KMHT7142434,店铺下单,PA686703,是,否,女,C,79,1,无,0,0,0
2023-10-27,GIEX1801710,直播下单,JE754806,否,否,女,D,59,1,无,0,0,1
2023-10-27,CSIF8025200,店铺下单,II742583,否,否,女,A,119,1,无,0,1,1
2023-10-27,FDYW2133181,店铺下单,VQ95678,否,是,女,A,119,1,无,0,0,0
2023-10-27,CEHT8895396,店铺下单,JF583264,否,是,女,D,59,1,无,0,0,1
2023-10-27,VMST7775561,直播下单,WK462445,否,是,女,A,119,1,无,0,0,1
2023-10-27,UMUU8708371,直播下单,IP359080,否,是,女,B,199,3,无,0,0,0
2023-10-27,XTTH8350317,直播下单,OG131891,是,否,女,C,79,1,有,0,0,1
2023-10-27,NISK6998223,店铺下单,HG344388,否,否,男,A,119,2,无,0,0,0
2023-10-27,KCPX8955295,店铺下单,NL135825,是,否,女,D,59,1,无,0,0,1
2023-10-27,IFIP7909595,店铺下单,FV507763,否,是,男,A,119,1,无,0,0,0
2023-10-27,BWOT3489073,店铺下单,CL125698,否,否,女,A,119,1,有,0,0,0
2023-10-27,LFPO2254634,店铺下单,SE249926,是,否,女,A,119,2,无,0,0,1
2023-10-28,TDAP5003674,直播下单,PM204496,否,是,女,A,119,1,无,0,1,0
2023-10-28,DUOQ6249832,店铺下单,JN495149,是,否,女,C,79,2,无,0,0,1
2023-10-28,QTKG7896970,店铺下单,YG209131,是,否,女,B,199,1,无,0,0,1
2023-10-28,OJRJ6060804,店铺下单,YI495674,是,否,女,B,199,1,无,0,0,1
2023-10-28,YLDX3989873,店铺下单,ZC18900,否,是,女,A,119,1,有,0,0,1
2023-10-28,MQGN4318291,店铺下单,OV934138,是,否,男,D,59,1,无,0,0,0
2023-10-28,ANLZ1650518,直播下单,WN178500,否,是,男,A,119,1,无,0,0,1
2023-10-28,BMSY6889403,直播下单,RT736446,否,是,女,A,119,1,无,0,0,0
2023-10-28,IKAT2411294,直播下单,KW487614,是,否,女,C,79,2,无,0,0,1
2023-10-28,CRQG7600596,店铺下单,YK112724,是,否,女,D,59,1,无,1,0,1
2023-10-29,SKBC8010728,直播下单,BB572295,是,否,男,B,199,1,无,0,0,0
2023-10-29,EUNZ5196500,直播下单,IT605770,否,是,女,C,79,1,无,0,0,1
2023-10-29,NMBR5295789,店铺下单,NY644341,是,否,男,A,119,1,无,0,0,0
2023-10-29,TDET7223259,店铺下单,VK758874,是,否,女,A,119,1,有,0,1,1
2023-10-29,ANHC2069876,直播下单,HD913566,是,否,女,D,59,1,无,0,0,1
2023-10-29,ROVE8538422,店铺下单,QY448503,否,是,女,A,119,1,无,0,0,1
2023-10-29,ICWB7116103,店铺下单,JG18549,否,是,女,D,59,1,无,0,0,0
2023-10-29,LQRS1849279,店铺下单,FQ995617,是,否,女,A,119,1,无,0,0,1
2023-10-30,INTV1380067,店铺下单,JH307123,是,否,女,A,119,1,无,0,0,0
2023-10-30,ZUZQ8768763,店铺下单,TY808609,否,是,女,C,79,1,无,0,0,1
2023-10-30,CLPJ2638876,店铺下单,QG865696,否,是,女,A,119,1,无,0,0,1
2023-10-30,TNRJ7619979,直播下单,NP606907,否,是,女,A,119,1,无,0,0,0
2023-10-30,MUYM2938544,店铺下单,KW487614,是,否,女,B,199,1,无,0,1,1
2023-10-30,RCKK1004049,店铺下单,KX702843,否,是,女,A,119,1,有,0,0,1
2023-10-30,PNVX7820685,店铺下单,LB830615,否,是,女,C,79,2,无,0,0,1
2023-10-30,ANCA9944004,店铺下单,LI33632,是,否,男,D,59,1,无,0,0,0
2023-10-30,XSIF4666861,店铺下单,BO524807,否,是,女,A,119,1,无,0,1,1
2023-10-30,RVDM6104853,直播下单,KO722036,是,否,女,A,119,1,无,0,0,1
2023-10-30,REYL1138958,店铺下单,TZ613816,否,是,女,A,119,1,无,0,0,1
2023-10-30,IZIE7021398,直播下单,GL425523,是,否,女,A,119,1,有,0,0,0
2023-10-30,JVVI8203721,直播下单,NH816587,否,是,女,A,119,1,无,0,0,1
2023-10-31,RZJY623583,店铺下单,GN265040,是,否,女,C,79,1,有,0,0,1
2023-10-31,ZQST5081534,店铺下单,BM837462,否,是,女,A,119,1,有,0,0,1
2023-10-31,GUFG784930,店铺下单,TC920801,是,否,女,B,199,1,无,1,0,0
2023-10-31,OODS790864,店铺下单,ZP502076,否,是,女,D,59,3,有,0,0,1
2023-10-31,IVRO3455600,店铺下单,GY754164,是,否,女,C,79,1,无,0,0,1
2023-10-31,QSVB9833087,店铺下单,XA786879,否,是,女,B,199,4,无,0,0,1
2023-10-31,IYLT6917107,店铺下单,NC101443,是,否,女,C,79,1,无,0,0,0
2023-10-31,XVRP6484600,直播下单,MQ225020,是,否,女,D,59,1,有,0,0,0
2023-10-31,XKOD2489767,店铺下单,XY807969,否,是,女,D,59,1,无,0,1,1
2023-11-01,PSOS9141150,店铺下单,CB510704,是,否,女,A,119,1,无,0,0,0
2023-11-01,OPMK1214813,店铺下单,ME833036,否,是,女,A,119,1,无,0,0,0
2023-11-01,QXXK5668157,店铺下单,ES620857,否,是,女,A,119,2,无,0,0,1
2023-11-01,QCWX4279645,直播下单,GU770158,否,是,女,D,59,1,无,0,0,1
2023-11-01,CKTW5432032,直播下单,AS897261,否,是,女,A,119,2,无,0,0,1
2023-11-01,VWPV6518606,店铺下单,XT769649,是,否,女,B,199,4,无,0,0,1
2023-11-01,IZRN2788779,店铺下单,OT39816,是,否,女,A,119,1,无,0,0,1
2023-11-01,RVNR5505566,店铺下单,CJ224552,否,是,男,B,199,1,有,0,0,1
2023-11-01,QUBJ417416,店铺下单,TF315018,否,是,女,C,79,1,有,0,0,1
2023-11-01,TZSL5718175,店铺下单,QC889846,是,否,女,B,199,1,无,0,0,1
2023-11-01,LSLK6038659,店铺下单,ZX526938,是,否,女,A,119,1,无,0,0,1
2023-11-01,JQFB399802,直播下单,MZ268929,是,否,男,C,79,1,无,0,0,0
2023-11-01,RAUR7353634,直播下单,XY295657,否,是,男,B,199,1,无,0,0,0
2023-11-02,HYYJ9272641,店铺下单,OW593593,否,是,女,C,79,1,无,0,0,0
2023-11-02,ENDU9361271,直播下单,OP184151,否,否,女,A,119,2,有,0,0,1
2023-11-02,GZAB4663006,店铺下单,FY618963,否,是,女,A,119,1,有,0,0,1
2023-11-02,VJLL2201202,店铺下单,EK134393,是,否,男,A,119,1,无,0,0,0
2023-11-02,WWDF3229778,直播下单,EV649854,是,否,女,C,79,1,无,0,0,1
2023-11-02,JQFH7175643,店铺下单,ZZ183782,否,是,女,D,59,1,无,0,0,0
2023-11-02,MZAS4441953,直播下单,YA381656,是,否,女,B,199,1,有,0,0,1
2023-11-02,FLWI7118663,店铺下单,FC793972,否,是,女,A,119,1,有,0,0,1
2023-11-03,MVUW8214786,直播下单,UI220118,否,是,女,A,119,1,无,0,0,0
2023-11-03,KYDL4070972,店铺下单,FT77213,否,是,女,A,119,1,无,0,0,1
2023-11-03,LXMA9169768,直播下单,HD727276,是,否,女,C,79,1,无,0,0,1
2023-11-03,GYTJ9492775,直播下单,UE594990,是,否,男,B,199,1,无,0,0,1
2023-11-03,EIAZ2911459,直播下单,RI420967,否,否,女,D,59,1,无,0,0,1
2023-11-03,ORPR7717301,店铺下单,VN344018,是,否,女,A,119,1,无,0,0,1
2023-11-03,ASVC8041592,店铺下单,ED420023,否,否,女,A,119,1,有,0,0,1
2023-11-03,AJDW8669586,店铺下单,RZ951181,否,是,女,A,119,2,有,0,0,0
